shipment_id,risk_category,recommended_action
SHP004148,Medium,Monitor shipment closely
SHP004149,Medium,Monitor shipment closely
SHP004150,Medium,Monitor shipment closely
SHP004151,Medium,Monitor shipment closely
SHP004152,Medium,Monitor shipment closely
SHP004153,Medium,Monitor shipment closely
SHP004154,Medium,Monitor shipment closely
SHP004155,Medium,Monitor shipment closely
SHP004156,Medium,Monitor shipment closely
SHP004157,Medium,Monitor shipment closely
SHP004158,Medium,Monitor shipment closely
SHP004159,Medium,Monitor shipment closely
SHP004160,Medium,Monitor shipment closely
SHP004161,Medium,Monitor shipment closely
SHP004162,Medium,Monitor shipment closely
SHP004163,Medium,Monitor shipment closely
SHP004164,Medium,Monitor shipment closely
SHP004165,Medium,Monitor shipment closely
SHP004166,Medium,Monitor shipment closely
SHP004167,Medium,Monitor shipment closely
SHP004168,Medium,Monitor shipment closely
SHP004169,Medium,Monitor shipment closely
SHP004170,Medium,Monitor shipment closely
SHP004171,Medium,Monitor shipment closely
SHP004172,Medium,Monitor shipment closely
SHP004173,Medium,Monitor shipment closely
SHP004174,Medium,Monitor shipment closely
SHP004175,Medium,Monitor shipment closely
SHP004176,Medium,Monitor shipment closely
SHP004177,Medium,Monitor shipment closely
SHP004178,Medium,Monitor shipment closely
SHP004179,Medium,Monitor shipment closely
SHP004180,Medium,Monitor shipment closely
SHP004181,Medium,Monitor shipment closely
SHP004182,Medium,Monitor shipment closely
SHP004183,Medium,Monitor shipment closely
SHP004184,Medium,Monitor shipment closely
SHP004185,Medium,Monitor shipment closely
SHP004186,Medium,Monitor shipment closely
SHP004187,Medium,Monitor shipment closely
SHP004188,Medium,Monitor shipment closely
SHP004189,Medium,Monitor shipment closely
SHP004190,Medium,Monitor shipment closely
SHP004191,Medium,Monitor shipment closely
SHP004193,Medium,Monitor shipment closely
SHP004194,Medium,Monitor shipment closely
SHP004195,Medium,Monitor shipment closely
SHP004196,Medium,Monitor shipment closely
SHP004197,Medium,Monitor shipment closely
SHP004198,Medium,Monitor shipment closely
SHP004199,Medium,Monitor shipment closely
SHP004200,Medium,Monitor shipment closely
SHP004202,Medium,Monitor shipment closely
SHP004203,Medium,Monitor shipment closely
SHP004204,Medium,Monitor shipment closely
SHP004205,Medium,Monitor shipment closely
SHP004206,Medium,Monitor shipment closely
SHP004207,Medium,Monitor shipment closely
SHP004208,Medium,Monitor shipment closely
SHP004209,Medium,Monitor shipment closely
SHP004210,Medium,Monitor shipment closely
SHP004211,Medium,Monitor shipment closely
SHP004212,Medium,Monitor shipment closely
SHP004213,Medium,Monitor shipment closely
SHP004214,Medium,Monitor shipment closely
SHP004215,Medium,Monitor shipment closely
SHP004217,Medium,Monitor shipment closely
SHP004218,Medium,Monitor shipment closely
SHP004219,Medium,Monitor shipment closely
SHP004220,Medium,Monitor shipment closely
SHP004221,Medium,Monitor shipment closely
SHP004222,Medium,Monitor shipment closely
SHP004223,Medium,Monitor shipment closely
SHP004224,Medium,Monitor shipment closely
SHP004225,Medium,Monitor shipment closely
SHP004226,Medium,Monitor shipment closely
SHP004227,Medium,Monitor shipment closely
SHP004228,Medium,Monitor shipment closely
SHP004229,Medium,Monitor shipment closely
SHP004230,Medium,Monitor shipment closely
SHP004231,Medium,Monitor shipment closely
SHP004233,Medium,Monitor shipment closely
SHP004234,Medium,Monitor shipment closely
SHP004235,Medium,Monitor shipment closely
SHP004236,Medium,Monitor shipment closely
SHP004237,Medium,Monitor shipment closely
SHP004238,Medium,Monitor shipment closely
SHP004239,Medium,Monitor shipment closely
SHP004240,Medium,Monitor shipment closely
SHP004241,Medium,Monitor shipment closely
SHP004242,Medium,Monitor shipment closely
SHP004243,Medium,Monitor shipment closely
SHP004244,Medium,Monitor shipment closely
SHP004245,Medium,Monitor shipment closely
SHP004246,Medium,Monitor shipment closely
SHP004247,Medium,Monitor shipment closely
SHP004248,Medium,Monitor shipment closely
SHP004249,Medium,Monitor shipment closely
SHP004250,Medium,Monitor shipment closely
SHP004251,Medium,Monitor shipment closely
SHP004252,Medium,Monitor shipment closely
SHP004253,Medium,Monitor shipment closely
SHP004254,Medium,Monitor shipment closely
SHP004255,Medium,Monitor shipment closely
SHP004256,Medium,Monitor shipment closely
SHP004257,Medium,Monitor shipment closely
SHP004258,Medium,Monitor shipment closely
SHP004259,Medium,Monitor shipment closely
SHP004260,Medium,Monitor shipment closely
SHP004261,Medium,Monitor shipment closely
SHP004262,Medium,Monitor shipment closely
SHP004263,Medium,Monitor shipment closely
SHP004264,Medium,Monitor shipment closely
SHP004265,Medium,Monitor shipment closely
SHP004266,Medium,Monitor shipment closely
SHP004267,Medium,Monitor shipment closely
SHP004268,Medium,Monitor shipment closely
SHP004269,Medium,Monitor shipment closely
SHP004270,Medium,Monitor shipment closely
SHP004271,Medium,Monitor shipment closely
SHP004272,Medium,Monitor shipment closely
SHP004273,Medium,Monitor shipment closely
SHP004274,Medium,Monitor shipment closely
SHP004275,Medium,Monitor shipment closely
SHP004276,Medium,Monitor shipment closely
SHP004277,Medium,Monitor shipment closely
SHP004278,Medium,Monitor shipment closely
SHP004279,Medium,Monitor shipment closely
SHP004280,Medium,Monitor shipment closely
SHP004281,Medium,Monitor shipment closely
SHP004282,Medium,Monitor shipment closely
SHP004283,Medium,Monitor shipment closely
SHP004284,Medium,Monitor shipment closely
SHP004285,Medium,Monitor shipment closely
SHP004286,Medium,Monitor shipment closely
SHP004287,Medium,Monitor shipment closely
SHP004289,Medium,Monitor shipment closely
SHP004290,Medium,Monitor shipment closely
SHP004291,Medium,Monitor shipment closely
SHP004292,Medium,Monitor shipment closely
SHP004293,Medium,Monitor shipment closely
SHP004294,Medium,Monitor shipment closely
SHP004295,Medium,Monitor shipment closely
SHP004296,Medium,Monitor shipment closely
SHP004297,Medium,Monitor shipment closely
SHP004299,Medium,Monitor shipment closely
SHP004300,Medium,Monitor shipment closely
SHP004301,Medium,Monitor shipment closely
SHP004302,Medium,Monitor shipment closely
SHP004303,Medium,Monitor shipment closely
SHP004304,Medium,Monitor shipment closely
SHP004305,Medium,Monitor shipment closely
SHP004306,Medium,Monitor shipment closely
SHP004307,Medium,Monitor shipment closely
SHP004308,Medium,Monitor shipment closely
SHP004309,Medium,Monitor shipment closely
SHP004310,Medium,Monitor shipment closely
SHP004311,Medium,Monitor shipment closely
SHP004312,Medium,Monitor shipment closely
SHP004313,Medium,Monitor shipment closely
SHP004314,Medium,Monitor shipment closely
SHP004315,Medium,Monitor shipment closely
SHP004316,Medium,Monitor shipment closely
SHP004317,Medium,Monitor shipment closely
SHP004318,Medium,Monitor shipment closely
SHP004319,Medium,Monitor shipment closely
SHP004320,Medium,Monitor shipment closely
SHP004321,Medium,Monitor shipment closely
SHP004322,Medium,Monitor shipment closely
SHP004323,Medium,Monitor shipment closely
SHP004324,Medium,Monitor shipment closely
SHP004325,Medium,Monitor shipment closely
SHP004326,Medium,Monitor shipment closely
SHP004327,Medium,Monitor shipment closely
SHP004328,Medium,Monitor shipment closely
SHP004329,Medium,Monitor shipment closely
SHP004330,Medium,Monitor shipment closely
SHP004331,Medium,Monitor shipment closely
SHP004332,Medium,Monitor shipment closely
SHP004333,Medium,Monitor shipment closely
SHP004334,Medium,Monitor shipment closely
SHP004335,Medium,Monitor shipment closely
SHP004336,Medium,Monitor shipment closely
SHP004337,Medium,Monitor shipment closely
SHP004338,Medium,Monitor shipment closely
SHP004339,Medium,Monitor shipment closely
SHP004340,Medium,Monitor shipment closely
SHP004341,Medium,Monitor shipment closely
SHP004342,Medium,Monitor shipment closely
SHP004343,Medium,Monitor shipment closely
SHP004344,Medium,Monitor shipment closely
SHP004345,Medium,Monitor shipment closely
SHP004346,Medium,Monitor shipment closely
SHP004347,Medium,Monitor shipment closely
SHP004349,Medium,Monitor shipment closely
SHP004350,Medium,Monitor shipment closely
SHP004351,Medium,Monitor shipment closely
SHP004352,Medium,Monitor shipment closely
SHP004353,Medium,Monitor shipment closely
SHP004354,Medium,Monitor shipment closely
SHP004355,Medium,Monitor shipment closely
SHP004356,Medium,Monitor shipment closely
SHP004357,Medium,Monitor shipment closely
SHP004358,Medium,Monitor shipment closely
SHP004360,Medium,Monitor shipment closely
SHP004361,Medium,Monitor shipment closely
SHP004362,Medium,Monitor shipment closely
SHP004363,Medium,Monitor shipment closely
SHP004364,Medium,Monitor shipment closely
SHP004365,Medium,Monitor shipment closely
SHP004366,Medium,Monitor shipment closely
SHP004367,Medium,Monitor shipment closely
SHP004368,Medium,Monitor shipment closely
SHP004369,Medium,Monitor shipment closely
SHP004370,Medium,Monitor shipment closely
SHP004371,Medium,Monitor shipment closely
SHP004372,Medium,Monitor shipment closely
SHP004373,Medium,Monitor shipment closely
SHP004374,Medium,Monitor shipment closely
SHP004375,Medium,Monitor shipment closely
SHP004376,Medium,Monitor shipment closely
SHP004377,Medium,Monitor shipment closely
SHP004378,Medium,Monitor shipment closely
SHP004379,Medium,Monitor shipment closely
SHP004380,Medium,Monitor shipment closely
SHP004381,Medium,Monitor shipment closely
SHP004382,Medium,Monitor shipment closely
SHP004383,Medium,Monitor shipment closely
SHP004384,Medium,Monitor shipment closely
SHP004385,Medium,Monitor shipment closely
SHP004386,Medium,Monitor shipment closely
SHP004387,Medium,Monitor shipment closely
SHP004388,Medium,Monitor shipment closely
SHP004389,Medium,Monitor shipment closely
SHP004390,Medium,Monitor shipment closely
SHP004391,Medium,Monitor shipment closely
SHP004393,Medium,Monitor shipment closely
SHP004394,Medium,Monitor shipment closely
SHP004395,Medium,Monitor shipment closely
SHP004396,Medium,Monitor shipment closely
SHP004397,Medium,Monitor shipment closely
SHP004398,Medium,Monitor shipment closely
SHP004399,Medium,Monitor shipment closely
SHP004400,Medium,Monitor shipment closely
SHP004401,Medium,Monitor shipment closely
SHP004402,Medium,Monitor shipment closely
SHP004403,Medium,Monitor shipment closely
SHP004404,Medium,Monitor shipment closely
SHP004405,Medium,Monitor shipment closely
SHP004406,Medium,Monitor shipment closely
SHP004407,Medium,Monitor shipment closely
SHP004408,Medium,Monitor shipment closely
SHP004409,Medium,Monitor shipment closely
SHP004410,Medium,Monitor shipment closely
SHP004411,Medium,Monitor shipment closely
SHP004412,Medium,Monitor shipment closely
SHP004413,Medium,Monitor shipment closely
SHP004414,Medium,Monitor shipment closely
SHP004415,Medium,Monitor shipment closely
SHP004416,Medium,Monitor shipment closely
SHP004417,Medium,Monitor shipment closely
SHP004418,Medium,Monitor shipment closely
SHP004419,Medium,Monitor shipment closely
SHP004420,Medium,Monitor shipment closely
SHP004421,Medium,Monitor shipment closely
SHP004422,Medium,Monitor shipment closely
SHP004424,Medium,Monitor shipment closely
SHP004425,Medium,Monitor shipment closely
SHP004426,Medium,Monitor shipment closely
SHP004427,Medium,Monitor shipment closely
SHP004428,Medium,Monitor shipment closely
SHP004429,Medium,Monitor shipment closely
SHP004430,Medium,Monitor shipment closely
SHP004431,Medium,Monitor shipment closely
SHP004432,Medium,Monitor shipment closely
SHP004433,Medium,Monitor shipment closely
SHP004434,Medium,Monitor shipment closely
SHP004435,Medium,Monitor shipment closely
SHP004436,Medium,Monitor shipment closely
SHP004437,Medium,Monitor shipment closely
SHP004438,Medium,Monitor shipment closely
SHP004439,Medium,Monitor shipment closely
SHP004440,Medium,Monitor shipment closely
SHP004441,Medium,Monitor shipment closely
SHP004442,Medium,Monitor shipment closely
SHP004443,Medium,Monitor shipment closely
SHP004444,Medium,Monitor shipment closely
SHP004445,Medium,Monitor shipment closely
SHP004446,Medium,Monitor shipment closely
SHP004447,Medium,Monitor shipment closely
SHP004448,Medium,Monitor shipment closely
SHP004449,Medium,Monitor shipment closely
SHP004450,Medium,Monitor shipment closely
SHP004451,Medium,Monitor shipment closely
SHP004452,Medium,Monitor shipment closely
SHP004453,Medium,Monitor shipment closely
SHP004454,Medium,Monitor shipment closely
SHP004455,Medium,Monitor shipment closely
SHP004456,Medium,Monitor shipment closely
SHP004457,Medium,Monitor shipment closely
SHP004458,Medium,Monitor shipment closely
SHP004459,Medium,Monitor shipment closely
SHP004460,Medium,Monitor shipment closely
SHP004461,Medium,Monitor shipment closely
SHP004462,Medium,Monitor shipment closely
SHP004463,Medium,Monitor shipment closely
SHP004464,Medium,Monitor shipment closely
SHP004465,Medium,Monitor shipment closely
SHP004467,Medium,Monitor shipment closely
SHP004468,Medium,Monitor shipment closely
SHP004469,Medium,Monitor shipment closely
SHP004470,Medium,Monitor shipment closely
SHP004471,Medium,Monitor shipment closely
SHP004472,Medium,Monitor shipment closely
SHP004473,Medium,Monitor shipment closely
SHP004474,Medium,Monitor shipment closely
SHP004475,Medium,Monitor shipment closely
SHP004476,Medium,Monitor shipment closely
SHP004477,Medium,Monitor shipment closely
SHP004478,Medium,Monitor shipment closely
SHP004479,Medium,Monitor shipment closely
SHP004480,Medium,Monitor shipment closely
SHP004481,Medium,Monitor shipment closely
SHP004482,Medium,Monitor shipment closely
SHP004483,Medium,Monitor shipment closely
SHP004484,Medium,Monitor shipment closely
SHP004485,Medium,Monitor shipment closely
SHP004486,Medium,Monitor shipment closely
SHP004487,Medium,Monitor shipment closely
SHP004488,Medium,Monitor shipment closely
SHP004489,Medium,Monitor shipment closely
SHP004490,Medium,Monitor shipment closely
SHP004491,Medium,Monitor shipment closely
SHP004492,Medium,Monitor shipment closely
SHP004493,Medium,Monitor shipment closely
SHP004494,Medium,Monitor shipment closely
SHP004495,Medium,Monitor shipment closely
SHP004496,Medium,Monitor shipment closely
SHP004497,Medium,Monitor shipment closely
SHP004498,Medium,Monitor shipment closely
SHP004499,Medium,Monitor shipment closely
SHP004500,Medium,Monitor shipment closely
SHP004501,Medium,Monitor shipment closely
SHP004502,Medium,Monitor shipment closely
SHP004503,Medium,Monitor shipment closely
SHP004504,Medium,Monitor shipment closely
SHP004505,Medium,Monitor shipment closely
SHP004506,Medium,Monitor shipment closely
SHP004507,Medium,Monitor shipment closely
SHP004508,Medium,Monitor shipment closely
SHP004509,Medium,Monitor shipment closely
SHP004510,Medium,Monitor shipment closely
SHP004511,Medium,Monitor shipment closely
SHP004512,Medium,Monitor shipment closely
SHP004513,Medium,Monitor shipment closely
SHP004514,Medium,Monitor shipment closely
SHP004515,Medium,Monitor shipment closely
SHP004516,Medium,Monitor shipment closely
SHP004517,Medium,Monitor shipment closely
SHP004518,Medium,Monitor shipment closely
SHP004519,Medium,Monitor shipment closely
SHP004520,Medium,Monitor shipment closely
SHP004521,Medium,Monitor shipment closely
SHP004522,Medium,Monitor shipment closely
SHP004523,Medium,Monitor shipment closely
SHP004524,Medium,Monitor shipment closely
SHP004525,Medium,Monitor shipment closely
SHP004526,Medium,Monitor shipment closely
SHP004527,Medium,Monitor shipment closely
SHP004528,Medium,Monitor shipment closely
SHP004530,Medium,Monitor shipment closely
SHP004531,Medium,Monitor shipment closely
SHP004532,Medium,Monitor shipment closely
SHP004533,Medium,Monitor shipment closely
SHP004534,Medium,Monitor shipment closely
SHP004535,Medium,Monitor shipment closely
SHP004536,Medium,Monitor shipment closely
SHP004537,Medium,Monitor shipment closely
SHP004538,Medium,Monitor shipment closely
SHP004539,Medium,Monitor shipment closely
SHP004540,Medium,Monitor shipment closely
SHP004541,Medium,Monitor shipment closely
SHP004542,Medium,Monitor shipment closely
SHP004543,Medium,Monitor shipment closely
SHP004544,Medium,Monitor shipment closely
SHP004545,Medium,Monitor shipment closely
SHP004546,Medium,Monitor shipment closely
SHP004547,Medium,Monitor shipment closely
SHP004548,Medium,Monitor shipment closely
SHP004550,Medium,Monitor shipment closely
SHP004551,Medium,Monitor shipment closely
SHP004552,Medium,Monitor shipment closely
SHP004553,Medium,Monitor shipment closely
SHP004554,Medium,Monitor shipment closely
SHP004555,Medium,Monitor shipment closely
SHP004556,Medium,Monitor shipment closely
SHP004557,Medium,Monitor shipment closely
SHP004558,Medium,Monitor shipment closely
SHP004559,Medium,Monitor shipment closely
SHP004560,Medium,Monitor shipment closely
SHP004561,Medium,Monitor shipment closely
SHP004562,Medium,Monitor shipment closely
SHP004563,Medium,Monitor shipment closely
SHP004564,Medium,Monitor shipment closely
SHP004565,Medium,Monitor shipment closely
SHP004566,Medium,Monitor shipment closely
SHP004567,Medium,Monitor shipment closely
SHP004568,Medium,Monitor shipment closely
SHP004569,Medium,Monitor shipment closely
SHP004570,Medium,Monitor shipment closely
SHP004571,Medium,Monitor shipment closely
SHP004572,Medium,Monitor shipment closely
SHP004573,Medium,Monitor shipment closely
SHP004574,Medium,Monitor shipment closely
SHP004575,Medium,Monitor shipment closely
SHP004576,Medium,Monitor shipment closely
SHP004577,Medium,Monitor shipment closely
SHP004578,Medium,Monitor shipment closely
SHP004579,Medium,Monitor shipment closely
SHP004580,Medium,Monitor shipment closely
SHP004581,Medium,Monitor shipment closely
SHP004582,Medium,Monitor shipment closely
SHP004583,Medium,Monitor shipment closely
SHP004584,Medium,Monitor shipment closely
SHP004585,Medium,Monitor shipment closely
SHP004586,Medium,Monitor shipment closely
SHP004587,Medium,Monitor shipment closely
SHP004588,Medium,Monitor shipment closely
SHP004589,Medium,Monitor shipment closely
SHP004590,Medium,Monitor shipment closely
SHP004593,Medium,Monitor shipment closely
SHP004594,Medium,Monitor shipment closely
SHP004595,Medium,Monitor shipment closely
SHP004596,Medium,Monitor shipment closely
SHP004597,Medium,Monitor shipment closely
SHP004598,Medium,Monitor shipment closely
SHP004599,Medium,Monitor shipment closely
SHP004600,Medium,Monitor shipment closely
SHP004601,Medium,Monitor shipment closely
SHP004602,Medium,Monitor shipment closely
SHP004603,Medium,Monitor shipment closely
SHP004604,Medium,Monitor shipment closely
SHP004605,Medium,Monitor shipment closely
SHP004606,Medium,Monitor shipment closely
SHP004607,Medium,Monitor shipment closely
SHP004608,Medium,Monitor shipment closely
SHP004609,Medium,Monitor shipment closely
SHP004610,Medium,Monitor shipment closely
SHP004611,Medium,Monitor shipment closely
SHP004612,Medium,Monitor shipment closely
SHP004613,Medium,Monitor shipment closely
SHP004614,Medium,Monitor shipment closely
SHP004615,Medium,Monitor shipment closely
SHP004616,Medium,Monitor shipment closely
SHP004617,Medium,Monitor shipment closely
SHP004618,Medium,Monitor shipment closely
SHP004619,Medium,Monitor shipment closely
SHP004620,Medium,Monitor shipment closely
SHP004621,Medium,Monitor shipment closely
SHP004622,Medium,Monitor shipment closely
SHP004623,Medium,Monitor shipment closely
SHP004624,Medium,Monitor shipment closely
SHP004625,Medium,Monitor shipment closely
SHP004626,Medium,Monitor shipment closely
SHP004627,Medium,Monitor shipment closely
SHP004629,Medium,Monitor shipment closely
SHP004630,Medium,Monitor shipment closely
SHP004631,Medium,Monitor shipment closely
SHP004632,Medium,Monitor shipment closely
SHP004634,Medium,Monitor shipment closely
SHP004635,Medium,Monitor shipment closely
SHP004636,Medium,Monitor shipment closely
SHP004637,Medium,Monitor shipment closely
SHP004638,Medium,Monitor shipment closely
SHP004639,Medium,Monitor shipment closely
SHP004640,Medium,Monitor shipment closely
SHP004641,Medium,Monitor shipment closely
SHP004642,Medium,Monitor shipment closely
SHP004643,Medium,Monitor shipment closely
SHP004645,Medium,Monitor shipment closely
SHP004646,Medium,Monitor shipment closely
SHP004647,Medium,Monitor shipment closely
SHP004648,Medium,Monitor shipment closely
SHP004649,Medium,Monitor shipment closely
SHP004650,Medium,Monitor shipment closely
SHP004651,Medium,Monitor shipment closely
SHP004652,Medium,Monitor shipment closely
SHP004653,Medium,Monitor shipment closely
SHP004654,Medium,Monitor shipment closely
SHP004655,Medium,Monitor shipment closely
SHP004656,Medium,Monitor shipment closely
SHP004657,Medium,Monitor shipment closely
SHP004658,Medium,Monitor shipment closely
SHP004659,Medium,Monitor shipment closely
SHP004660,Medium,Monitor shipment closely
SHP004661,Medium,Monitor shipment closely
SHP004662,Medium,Monitor shipment closely
SHP004663,Medium,Monitor shipment closely
SHP004664,Medium,Monitor shipment closely
SHP004665,Medium,Monitor shipment closely
SHP004666,Medium,Monitor shipment closely
SHP004667,Medium,Monitor shipment closely
SHP004668,Medium,Monitor shipment closely
SHP004669,Medium,Monitor shipment closely
SHP004670,Medium,Monitor shipment closely
SHP004671,Medium,Monitor shipment closely
SHP004672,Medium,Monitor shipment closely
SHP004673,Medium,Monitor shipment closely
SHP004674,Medium,Monitor shipment closely
SHP004675,Medium,Monitor shipment closely
SHP004676,Medium,Monitor shipment closely
SHP004677,Medium,Monitor shipment closely
SHP004678,Medium,Monitor shipment closely
SHP004679,Medium,Monitor shipment closely
SHP004680,Medium,Monitor shipment closely
SHP004681,Medium,Monitor shipment closely
SHP004682,Medium,Monitor shipment closely
SHP004683,Medium,Monitor shipment closely
SHP004684,Medium,Monitor shipment closely
SHP004685,Medium,Monitor shipment closely
SHP004686,Medium,Monitor shipment closely
SHP004687,Medium,Monitor shipment closely
SHP004688,Medium,Monitor shipment closely
SHP004689,Medium,Monitor shipment closely
SHP004690,Medium,Monitor shipment closely
SHP004691,Medium,Monitor shipment closely
SHP004692,Medium,Monitor shipment closely
SHP004693,Medium,Monitor shipment closely
SHP004695,Medium,Monitor shipment closely
SHP004696,Medium,Monitor shipment closely
SHP004697,Medium,Monitor shipment closely
SHP004698,Medium,Monitor shipment closely
SHP004699,Medium,Monitor shipment closely
SHP004700,Medium,Monitor shipment closely
SHP004701,Medium,Monitor shipment closely
SHP004702,Medium,Monitor shipment closely
SHP004703,Medium,Monitor shipment closely
SHP004704,Medium,Monitor shipment closely
SHP004705,Medium,Monitor shipment closely
SHP004706,Medium,Monitor shipment closely
SHP004707,Medium,Monitor shipment closely
SHP004708,Medium,Monitor shipment closely
SHP004709,Medium,Monitor shipment closely
SHP004712,Medium,Monitor shipment closely
SHP004713,Medium,Monitor shipment closely
SHP004714,Medium,Monitor shipment closely
SHP004715,Medium,Monitor shipment closely
SHP004716,Medium,Monitor shipment closely
SHP004718,Medium,Monitor shipment closely
SHP004719,Medium,Monitor shipment closely
SHP004720,Medium,Monitor shipment closely
SHP004721,Medium,Monitor shipment closely
SHP004722,Medium,Monitor shipment closely
SHP004723,Medium,Monitor shipment closely
SHP004724,Medium,Monitor shipment closely
SHP004725,Medium,Monitor shipment closely
SHP004726,Medium,Monitor shipment closely
SHP004727,Medium,Monitor shipment closely
SHP004728,Medium,Monitor shipment closely
SHP004729,Medium,Monitor shipment closely
SHP004730,Medium,Monitor shipment closely
SHP004731,Medium,Monitor shipment closely
SHP004732,Medium,Monitor shipment closely
SHP004733,Medium,Monitor shipment closely
SHP004734,Medium,Monitor shipment closely
SHP004735,Medium,Monitor shipment closely
SHP004736,Medium,Monitor shipment closely
SHP004737,Medium,Monitor shipment closely
SHP004738,Medium,Monitor shipment closely
SHP004739,Medium,Monitor shipment closely
SHP004740,Medium,Monitor shipment closely
SHP004741,Medium,Monitor shipment closely
SHP004742,Medium,Monitor shipment closely
SHP004743,Medium,Monitor shipment closely
SHP004744,Medium,Monitor shipment closely
SHP004745,Medium,Monitor shipment closely
SHP004746,Medium,Monitor shipment closely
SHP004747,Medium,Monitor shipment closely
SHP004748,Medium,Monitor shipment closely
SHP004750,Medium,Monitor shipment closely
SHP004751,Medium,Monitor shipment closely
SHP004752,Medium,Monitor shipment closely
SHP004753,Medium,Monitor shipment closely
SHP004755,Medium,Monitor shipment closely
SHP004756,Medium,Monitor shipment closely
SHP004757,Medium,Monitor shipment closely
SHP004758,Medium,Monitor shipment closely
SHP004759,Medium,Monitor shipment closely
SHP004760,Medium,Monitor shipment closely
SHP004761,Medium,Monitor shipment closely
SHP004762,Medium,Monitor shipment closely
SHP004763,Medium,Monitor shipment closely
SHP004764,Medium,Monitor shipment closely
SHP004765,Medium,Monitor shipment closely
SHP004766,Medium,Monitor shipment closely
SHP004767,Medium,Monitor shipment closely
SHP004768,Medium,Monitor shipment closely
SHP004769,Medium,Monitor shipment closely
SHP004770,Medium,Monitor shipment closely
SHP004771,Medium,Monitor shipment closely
SHP004772,Medium,Monitor shipment closely
SHP004773,Medium,Monitor shipment closely
SHP004774,Medium,Monitor shipment closely
SHP004775,Medium,Monitor shipment closely
SHP004776,Medium,Monitor shipment closely
SHP004777,Medium,Monitor shipment closely
SHP004778,Medium,Monitor shipment closely
SHP004779,Medium,Monitor shipment closely
SHP004780,Medium,Monitor shipment closely
SHP004782,Medium,Monitor shipment closely
SHP004783,Medium,Monitor shipment closely
SHP004784,Medium,Monitor shipment closely
SHP004785,Medium,Monitor shipment closely
SHP004786,Medium,Monitor shipment closely
SHP004787,Medium,Monitor shipment closely
SHP004788,Medium,Monitor shipment closely
SHP004791,Medium,Monitor shipment closely
SHP004792,Medium,Monitor shipment closely
SHP004793,Medium,Monitor shipment closely
SHP004794,Medium,Monitor shipment closely
SHP004795,Medium,Monitor shipment closely
SHP004796,Medium,Monitor shipment closely
SHP004797,Medium,Monitor shipment closely
SHP004798,Medium,Monitor shipment closely
SHP004799,Medium,Monitor shipment closely
SHP004800,Medium,Monitor shipment closely
SHP004801,Medium,Monitor shipment closely
SHP004802,Medium,Monitor shipment closely
SHP004803,Medium,Monitor shipment closely
SHP004804,Medium,Monitor shipment closely
SHP004805,Medium,Monitor shipment closely
SHP004807,Medium,Monitor shipment closely
SHP004808,Medium,Monitor shipment closely
SHP004809,Medium,Monitor shipment closely
SHP004810,Medium,Monitor shipment closely
SHP004811,Medium,Monitor shipment closely
SHP004812,Medium,Monitor shipment closely
SHP004813,Medium,Monitor shipment closely
SHP004814,Medium,Monitor shipment closely
SHP004815,Medium,Monitor shipment closely
SHP004816,Medium,Monitor shipment closely
SHP004817,Medium,Monitor shipment closely
SHP004818,Medium,Monitor shipment closely
SHP004819,Medium,Monitor shipment closely
SHP004820,Medium,Monitor shipment closely
SHP004821,Medium,Monitor shipment closely
SHP004822,Medium,Monitor shipment closely
SHP004823,Medium,Monitor shipment closely
SHP004824,Medium,Monitor shipment closely
SHP004825,Medium,Monitor shipment closely
SHP004826,Medium,Monitor shipment closely
SHP004827,Medium,Monitor shipment closely
SHP004828,Medium,Monitor shipment closely
SHP004829,Medium,Monitor shipment closely
SHP004830,Medium,Monitor shipment closely
SHP004831,Medium,Monitor shipment closely
SHP004832,Medium,Monitor shipment closely
SHP004833,Medium,Monitor shipment closely
SHP004834,Medium,Monitor shipment closely
SHP004835,Medium,Monitor shipment closely
SHP004836,Medium,Monitor shipment closely
SHP004837,Medium,Monitor shipment closely
SHP004838,Medium,Monitor shipment closely
SHP004839,Medium,Monitor shipment closely
SHP004840,Medium,Monitor shipment closely
SHP004841,Medium,Monitor shipment closely
SHP004842,Medium,Monitor shipment closely
SHP004843,Medium,Monitor shipment closely
SHP004844,Medium,Monitor shipment closely
SHP004845,Medium,Monitor shipment closely
SHP004846,Medium,Monitor shipment closely
SHP004847,Medium,Monitor shipment closely
SHP004848,Medium,Monitor shipment closely
SHP004849,Medium,Monitor shipment closely
SHP004850,Medium,Monitor shipment closely
SHP004851,Medium,Monitor shipment closely
SHP004852,Medium,Monitor shipment closely
SHP004853,Medium,Monitor shipment closely
SHP004854,Medium,Monitor shipment closely
SHP004856,Medium,Monitor shipment closely
SHP004857,Medium,Monitor shipment closely
SHP004858,Medium,Monitor shipment closely
SHP004859,Medium,Monitor shipment closely
SHP004860,Medium,Monitor shipment closely
SHP004861,Medium,Monitor shipment closely
SHP004862,Medium,Monitor shipment closely
SHP004863,Medium,Monitor shipment closely
SHP004864,Medium,Monitor shipment closely
SHP004866,Medium,Monitor shipment closely
SHP004867,Medium,Monitor shipment closely
SHP004868,Medium,Monitor shipment closely
SHP004869,Medium,Monitor shipment closely
SHP004870,Medium,Monitor shipment closely
SHP004871,Medium,Monitor shipment closely
SHP004872,Medium,Monitor shipment closely
SHP004873,Medium,Monitor shipment closely
SHP004874,Medium,Monitor shipment closely
SHP004875,Medium,Monitor shipment closely
SHP004876,Medium,Monitor shipment closely
